Rank,Player Name,Team,Successful,Errors,Attempts,Average Per Match,Success,Total
1,Boninfante,ITA,150,1,257,30.0,36.76,408
2,Matheus G.,BRA,92,2,328,18.4,21.8,422
3,A. Ramezani,IRI,90,3,322,18.0,21.69,415
4,Sbertoli,ITA,83,2,154,16.6,34.73,239
5,Gonzalez,ARG,62,1,150,20.67,29.11,213
6,Gustavo,BRA,49,2,83,16.33,36.57,134
7,Ilshan,IRI,42,7,154,14.0,20.69,203
8,Acquarone,ITA,38,0,70,7.6,35.19,108
9,B. Alves,BRA,37,0,55,12.33,40.22,92
10,Hossam,EGY,31,3,137,10.33,18.13,171
11,Abdalla,EGY,19,2,60,6.33,23.46,81
12,Orduna,ITA,15,0,39,3.0,27.78,54
13,Ahmadreza,IRI,6,0,18,2.0,25.0,24
13,Steeman,ARG,6,1,12,2.0,31.58,19
14,Rodrigo,BRA,3,0,6,0.6,33.33,9
15,Michieletto,ITA,1,0,15,0.2,6.25,16
15,Seyed,IRI,1,0,7,0.2,12.5,8
15,A. Lagumdzija,TUR,1,0,7,0.2,12.5,8
15,Dirlic P.,CRO,1,0,2,0.2,33.33,3
15,Aladdin,BRA,1,0,0,0.33,100.0,1
15,M. Ramadan,EGY,1,0,0,0.33,100.0,1
15,Oppenkoski,BRA,1,0,0,0.2,100.0,1
15,Diaz,ARG,1,0,1,0.33,50.0,2
16,Bristot,ITA,0,0,2,0.0,0.0,2
16,Pesaresi,ITA,0,0,0,,,0
16,Pellacani,ITA,0,0,4,0.0,0.0,4
16,Garcia,USA,0,0,1,0.0,0.0,1
16,Rychlicki,ITA,0,0,2,0.0,0.0,2
16,Magalini,ITA,0,1,5,0.0,0.0,6
16,Laurenzano,ITA,0,0,23,0.0,0.0,23
16,Lavia,ITA,0,0,12,0.0,0.0,12
16,Bartha,ROU,0,1,0,0.0,0.0,1
16,Flavio,BRA,0,0,1,0.0,0.0,1
16,Shayan,IRI,0,0,2,0.0,0.0,2
16,Salim,IRI,0,0,1,0.0,0.0,1
16,Concepcion,CUB,0,0,1,0.0,0.0,1
16,Usman,PAK,0,0,7,0.0,0.0,7
16,Ali Asghar,IRI,0,0,0,,,0
16,Masoud,IRI,0,0,6,0.0,0.0,6
16,A. Ghafour,IRI,0,2,6,0.0,0.0,8
16,Mehdi,IRI,0,0,0,,,0
16,Mohsen,IRI,0,0,0,,,0
16,Seyed,IRI,0,0,0,,,0
16,Younes,IRI,0,0,2,0.0,0.0,2
16,M. R. Moazzen,IRI,0,1,14,0.0,0.0,15
16,Karami,IRI,0,0,0,,,0
16,Ashkan,IRI,0,0,8,0.0,0.0,8
16,Esi,IRI,0,0,10,0.0,0.0,10
16,Ahmadreza,IRI,0,0,0,,,0
16,Abdolhamidi,IRI,0,1,5,0.0,0.0,6
16,A.Khalili,IRI,0,0,5,0.0,0.0,5
16,Hajipour,IRI,0,1,9,0.0,0.0,10
16,Marandi,IRI,0,0,27,0.0,0.0,27
16,Armin,IRI,0,0,0,,,0
16,Mohammad,IRI,0,0,6,0.0,0.0,6
16,Chinenyeze,FRA,0,0,7,0.0,0.0,7
16,Gargiulo,ITA,0,0,1,0.0,0.0,1
16,Loeppky,CAN,0,0,3,0.0,0.0,3
16,Bisotto,ITA,0,0,0,,,0
16,Balaso,ITA,0,0,23,0.0,0.0,23
16,Poriya,IRI,0,0,2,0.0,0.0,2
16,A. Nikolov,BUL,0,0,16,0.0,0.0,16
16,Podraščanin,ITA,0,0,0,,,0
16,Bottolo,ITA,0,0,16,0.0,0.0,16
16,Davi Tenorio,ESP,0,0,0,,,0
16,Arthur,BRA,0,0,0,,,0
16,Wallaf,BRA,0,0,0,,,0
16,Franco,BRA,0,0,4,0.0,0.0,4
16,Lucas Loh,BRA,0,0,7,0.0,0.0,7
16,Rech,BRA,0,0,0,,,0
16,Pietro,BRA,0,0,3,0.0,0.0,3
16,Temponi,BRA,0,0,0,,,0
16,Eliezer,BRA,0,1,0,0.0,0.0,1
16,Maicon,BRA,0,0,9,0.0,0.0,9
16,Pedro,BRA,0,0,16,0.0,0.0,16
16,Rafa,BRA,0,0,1,0.0,0.0,1
16,Halim,EGY,0,0,1,0.0,0.0,1
16,A. Salah,EGY,0,0,5,0.0,0.0,5
16,Hamada,EGY,0,1,1,0.0,0.0,2
16,Elhossiny,EGY,0,1,10,0.0,0.0,11
16,Asran,EGY,0,0,4,0.0,0.0,4
16,Eslam,EGY,0,0,3,0.0,0.0,3
16,Garcia,CUB,0,1,13,0.0,0.0,14
16,Khaled. A,EGY,0,0,0,,,0
16,Seif Abed,EGY,0,0,0,,,0
16,A. Seoudy,EGY,0,0,0,,,0
16,Z. Osama,EGY,0,0,2,0.0,0.0,2
16,Felipe,BRA,0,0,0,,,0
16,Otávio,BRA,0,0,3,0.0,0.0,3
16,Velasco,COL,0,0,0,,,0
16,Lukinhas,BRA,0,0,0,,,0
16,Wallace,BRA,0,0,5,0.0,0.0,5
16,Rodriguinho,BRA,0,0,14,0.0,0.0,14
16,Douglas,BRA,0,0,2,0.0,0.0,2
16,Vaccari,BRA,0,1,7,0.0,0.0,8
16,Lucas,BRA,0,1,3,0.0,0.0,4
16,Alexandre,BRA,0,1,35,0.0,0.0,36
16,Martos,BRA,0,0,0,,,0
16,Albrecht,ARG,0,0,6,0.0,0.0,6
16,Maciel,ARG,0,0,3,0.0,0.0,3
16,Ponzio,ARG,0,0,3,0.0,0.0,3
16,Garcia,ARG,0,0,4,0.0,0.0,4
16,Zalcman,ARG,0,0,15,0.0,0.0,15
16,Gomez,ARG,0,0,4,0.0,0.0,4
16,Facu,ARG,0,1,5,0.0,0.0,6
16,Nicolas,ARG,0,0,1,0.0,0.0,1
16,Zelayeta,ARG,0,0,3,0.0,0.0,3
16,Soria R.,ARG,0,0,1,0.0,0.0,1
16,Soria S.,ARG,0,0,0,,,0
